BeIdentificatie,Sbi2008ActueelGecoordineerd,GkSbsGecoordineerd
15661318,18121,4
15662535,3109,5
15671860,1814,5
15672727,2550,6
15677966,33221,5
15694445,16231,4
15695034,2562,5
15700321,33123,5
15709981,2222,5
15710742,33121,4
15726908,2814,4
15750698,2222,4
15751996,33221,6
15756866,18123,5
15757323,2562,4
15760200,2573,4
15786161,1073,4
15790878,2822,5
15793540,18129,4
15800040,2892,4
15802973,1392,4
15807398,18123,4
15808858,1399,5
15809293,2016,6
15814408,1071,4
15815072,33121,5
15816974,2731,4
15827658,1084,5
15836444,2229,5
15847500,1085,6
15853306,33123,4
15853780,2562,5
15854981,32501,4
15855821,2221,5
15857484,18129,4
15873625,2511,4
15874931,2561,4
15875830,18121,4
15876241,16231,4
15884422,2562,4
15907716,2562,4
15909417,2562,4
15910199,2562,4
15910733,1622,5
15915468,33221,6
15919161,2731,4
15922456,18123,6
15923568,2814,5
15926419,32999,4
15926494,2630,4
15928519,2561,6
15928705,2825,5
15930300,16231,5
15931250,2815,4
15949303,2899,5
15951170,2640,5
15954684,33123,4
15957497,1085,7
15959384,2059,6
15959848,2740,4
15960811,2790,4
15968073,2530,5
15968774,2562,5
15971775,3092,6
15974030,18123,4
15977889,3109,4
15978117,2899,5
15979156,32501,4
15983722,2830,5
15988007,2712,6
15988627,2812,6
15991601,1071,4
16009169,3012,4
16009258,2052,5
16025407,2511,5
16033558,1814,5
16038347,18129,7
16054180,2562,6
16067118,2562,4
16071360,1395,5
16074106,2899,4
16079574,2813,5
16096096,1393,4
16097017,2899,6
16097459,2893,4
16097939,2811,4
16112172,31011,5
16120604,2511,5
16129555,1392,5
16136330,1392,4
16141725,2893,4
16148568,3324,5
16154983,2059,5
16158350,18129,5
16164911,3011,6
16171608,2030,4
16174771,2511,5
16175069,2012,8
16179064,2822,7
16187156,1071,6
16191455,2812,4
16195655,2562,4
16196481,16239,5
16205790,1729,4
16212371,1813,5
16215753,1392,4
16220455,1083,4
16228928,2611,6
16229037,2732,5
16233395,2790,4
16233662,2899,5
16234979,2562,4
16235290,2511,4
16236114,2529,7
16254937,2562,4
16261666,2561,5
16274806,31011,4
16276477,18129,4
16278380,18123,5
16280180,2712,4
16280547,2511,4
16281284,17211,6
16284151,2319,4
16285093,2561,5
16286685,2599,6
16290933,2651,4
16324781,2651,4
16325761,2825,5
16325915,2511,4
16326172,1012,8
16341422,2822,7
16345134,2899,4
16352025,2041,6
16353080,2511,5
16365267,2562,5
16369300,2829,5
16384199,3103,4
16386000,1072,4
16389875,2822,4
16395735,2651,6
16405633,1419,4
16405641,2221,5
16409191,33121,5
16443527,18123,4
16448235,2562,4
16448626,2512,6
16448901,2511,5
16449568,1413,5
16454642,2813,5
16454758,33121,5
16456505,18122,6
16458095,2829,4
16459962,33123,4
16466985,2511,4
16467833,2020,6
16475011,2812,6
16476549,2814,5
16493583,1071,4
16494245,2562,5
16494342,2223,5
16495519,1071,5
16496353,2599,5
16496493,3109,4
16498178,33221,6
16499166,2561,5
16502175,2229,4
16502221,31011,5
16503082,32501,5
16508300,2611,4
16509013,2562,5
16516826,2222,5
16518314,2825,6
16544293,2399,5
16555481,2562,4
16556844,2223,5
16558227,2222,7
16560418,1419,4
16561384,2562,5
16571231,1413,4
16579623,2892,4
16580354,20141,6
16580540,2660,6
16580559,2651,7
16595645,2561,5
16595823,2550,4
16608259,2790,5
16609824,2550,5
16610520,17211,4
16614011,2825,4
16637062,2511,4
16642686,2511,5
16647386,2550,6
16655303,1011,7
16675886,18129,5
16682521,3109,4
16682653,2042,6
16710851,2445,5
16724194,1624,5
16724313,2651,5
16726405,2433,4
16727525,31012,4
16730585,2561,4
11080809,2732,7
11081031,2223,7
11082003,2731,4
11083743,2899,4
11084065,29201,4
11088001,32501,4
11088540,2599,5
11088648,2562,4
11093129,2812,4
11093188,2910,4
11094338,2740,5
11094443,20149,7
11095687,1071,4
11095733,2013,7
11098155,2362,6
11098651,2511,5
11099577,1083,7
11100109,1071,4
11100311,1071,4
11100370,1071,4
11100427,1071,5
11101628,1083,4
11103418,2521,6
11105402,2573,4
11105747,23611,5
11105801,2341,4
11106182,2814,4
11106808,2711,5
11107464,33123,4
11110260,33121,5
11110422,1071,4
11111054,1392,4
11115815,2511,6
11117230,1512,4
11117680,2511,7
11117710,33123,4
11118865,2896,6
11119098,2829,4
11119624,1391,5
11121033,1071,4
11121416,2561,6
11121483,3109,4
11121610,2841,7
11121939,16231,6
11122374,3316,4
11122544,2511,4
11122668,2599,4
11122765,2599,4
11123400,2895,4
11123567,1071,4
11123591,1071,5
11124148,2442,8
11125616,2822,7
11125632,2599,6
11126949,2550,4
11127856,33123,4
11128240,18123,5
11128259,18123,5
11130776,2815,4
11131861,3240,6
11132736,16239,5
11138068,1013,4
11141263,31011,4
11145420,2364,5
11145625,2511,5
11146036,2454,4
11147393,1071,4
11147415,1071,4
11147423,1071,4
11152044,1071,4
11152486,2651,5
11153458,2222,5
11160942,32501,4
11160969,32501,4
11161620,1392,5
11162023,2221,5
11163437,2059,7
11163895,2030,7
11164603,2511,4
11164824,2511,7
11165545,2511,5
11169346,1071,4
11169389,1071,5
11170301,2562,4
11170603,23611,5
11170670,3109,4
11170832,1624,5
11171146,3109,5
11171995,2221,8
11172355,2219,4
11174846,2830,4
11174919,1071,4
11176059,1092,6
11178663,18123,5
11179252,17211,6
11179309,17211,4
11181826,2511,6
11183063,1071,4
11183519,2120,4
11186356,2829,5
11187573,2562,4
11187670,2030,5
11187697,2016,7
11187824,2511,5
11187832,2529,4
11187948,2562,4
11188502,2711,4
11189525,1072,8
11189576,1072,4
11190191,1729,5
11191465,33121,7
11195258,18121,4
11195274,1071,6
11195398,1071,4
11195657,2752,4
11196998,10822,7
11197927,32502,4
11199776,2830,5
11201568,1071,4
11202211,1071,5
11202858,2030,8
11203048,2893,4
11203994,2511,5
11208325,3109,4
11208392,16231,4
11208473,32502,6
11208945,2822,5
11209844,18129,5
11212012,18129,4
11212810,2712,4
11213094,17211,8
11214147,2562,4
11214376,1089,6
11214821,1392,5
11215305,1729,5
11215933,1071,4
11215984,1071,4
11215992,1071,4
11216778,3092,6
11217294,2651,5
11221615,18123,4
11221704,18129,4
11221720,1813,4
11222336,3102,4
11224029,3109,5
11224150,2814,5
11224436,2711,4
11224452,2829,6
11224932,2562,5
11225009,2511,5
11227583,31012,4
11228105,2830,6
11228326,18129,4
11228806,16231,4
11229470,2561,5
11230096,2561,4
11232927,33123,4
11233745,33123,4
11235004,1071,4
11235705,2899,7
11235896,1392,5
11236183,2740,4
11237058,2892,5
11237422,32501,4
11238291,33121,6
11238607,2599,6
11238690,3240,5
11243260,2015,7
11243686,3323,8
11244194,2511,5
11244305,2223,5
11244712,1071,6
11244720,1071,4
11244771,1071,4
11245093,1392,4
11245409,18123,5
11246227,2229,6
11247126,2332,4
11248386,2431,5
11254637,3316,8
11254785,2825,4
11255471,2550,6
11255595,3109,4
11255684,2451,4
11256648,1071,4
11256656,1071,4
11256702,1071,4
11259221,32501,4
11259728,18129,4
11264500,2829,5
11264527,2652,5
11264888,17211,5
11267143,2511,5
11267984,10822,6
11268514,2529,5
11268794,1039,6
11268840,2573,7
11274093,2030,4
11275189,1071,4
11275219,2229,4
11275715,1089,6
11276258,2511,5
11276266,3012,4
11278498,2221,6
11281049,2562,6
11282770,2899,7
11282886,2562,4
11283831,2562,6
11283874,2899,5
11284501,1071,4
11284552,1071,4
11285079,2651,5
11289325,1071,4
11292415,2599,4
11294582,33121,4
11295058,23611,8
11298995,2829,5
11304650,1071,4
11308575,2573,6
11309881,2752,6
11309911,2893,5
11312270,2829,5
11315075,1511,4
11315091,2229,6
11316667,2511,7
11316772,2599,7
11317280,32501,6
11319801,3011,7
11319844,1062,8
11321016,1020,6
11321113,2660,5
11322993,16231,4
11323388,1011,5
11323817,32501,4
11325321,1071,5
11327316,1820,5
11329645,2365,5
11341335,2830,5
11342021,2016,4
11343133,2511,5
11343893,1071,4
11344652,1071,4
11344733,1330,4
11345314,1392,4
11348291,2120,5
11348496,2341,4
11359250,1012,6
11359684,2790,4
11366850,2120,5
11367024,2562,4
11371056,1722,7
11371226,2221,5
11372303,1039,7
11372834,16101,5
11380454,2512,4
17872650,3109,5
17885469,3314,4
17891442,31011,4
17894654,2223,4
17898285,1071,4
17939283,2829,4
17945534,1092,6
17959969,2229,5
17962072,2550,5
17995000,2593,5
17998115,31011,4
18000517,3012,4
18000827,2573,4
18001300,2030,4
18002706,2561,4
18004156,1031,5
18004229,2711,6
18007449,2899,7
18027822,1039,6
18045006,3240,4
18049834,16231,4
18075193,29201,4
18079083,17211,5
18101267,2813,4
18119700,2829,4
18129706,1071,5
18129803,2670,6
18130143,1083,4
18132839,2651,4
18133851,2630,5
18140246,2016,9
18146813,1729,5
18158218,1089,4
18163815,2562,5
18182739,1071,4
18200745,3102,5
18212069,2013,6
18212298,2211,6
18222692,2651,4
18225144,2599,7
18231926,1089,4
18236014,33223,4
18236952,1039,4
18240216,2899,4
18268196,18129,4
18278663,2561,4
18297463,2011,9
18297471,2059,8
18297595,17122,7
18297641,23611,9
18298060,2120,9
18298125,2313,9
18298214,1031,9
18298265,2812,9
18298273,1061,7
18298303,1084,5
18298346,2221,8
18298370,1084,8
18298389,2120,7
18298427,2052,7
18298435,20149,6
18298494,1091,7
18298508,1512,4
18298613,2822,5
18298656,16231,7
18301460,3109,8
18301541,2229,7
18301576,2829,4
18301738,1061,6
18301819,23611,8
18301878,2711,6
18302025,1395,4
18302173,1310,5
18302416,1729,6
18302718,2041,4
18302769,18129,5
18303420,1330,5
18303757,2611,6
18303897,1052,6
18303935,2660,7
18304354,31011,7
18305148,2229,8
18305202,2815,5
18305253,32502,7
18305342,2562,5
18305350,2229,5
18305687,2120,7
18305717,2222,5
18305768,1624,4
18305954,33221,6
18306047,33221,7
18306179,2651,5
18306209,2529,7
18306217,3092,4
18306365,2825,8
18306454,1071,7
18306497,10822,9
18306527,1011,5
18307183,1051,5
18307493,2222,5
18307612,17211,6
18307930,2740,5
18308104,2550,6
18308279,1039,5
18308538,2511,8
18308724,2822,6
18309038,2365,7
18309046,1624,6
18309216,1051,8
18309348,1039,8
18309364,18125,5
18309461,3011,4
18309682,2651,5
18309739,2511,5
18309747,16239,4
18309828,16231,8
18310176,2899,6
18310230,18129,5
18310303,3324,5
18312101,3321,5
18312462,1105,9
18312497,20141,6
18312926,1091,6
18312934,2561,5
18312942,3012,8
18313027,2893,7
18313078,17211,8
18313124,29201,6
18313787,16231,6
18313914,1051,6
18313949,2829,7
18314082,2332,4
18314171,23611,8
18314201,2016,4
18314627,2399,9
18314864,16239,5
18314910,1091,6
18315089,2041,5
18316123,2893,5
18316174,1072,7
18316263,3109,6
18316298,1084,8
18316891,2453,6
18317049,2562,6
18317901,2651,7
18317936,2511,6
18318169,3323,8
18318460,2511,5
18319157,16231,5
18319165,2511,6
18319203,2830,7
18319343,2599,6
18319459,3109,5
18319572,16239,5
18319726,1820,5
18320139,2223,7
18320457,16101,5
18320724,2550,5
18320732,1091,5
18320767,3315,4
18320856,18129,5
18320961,1071,7
18321267,2042,9
18321402,2512,5
18321437,1071,7
18321526,1032,7
18321682,18129,5
18323456,1107,8
18323472,2611,6
18323987,2651,7
18324029,2042,7
18324037,23611,4
18324517,31012,5
18324525,2511,6
18324762,2893,6
18324924,3102,7
18325068,16101,5
18325106,2223,7
18325149,2410,6
18325823,1071,8
18326129,3324,5
18326927,2561,5
18326935,2511,4
18327532,2813,8
18327613,16231,6
18328210,2120,7
18328563,1011,7
18329128,2790,6
18329187,2572,7
18329349,10822,4
19021267,2573,5
19057601,29201,4
19057911,10822,4
19067739,3315,4
19107463,2562,4
19115458,2030,5
19130058,2370,4
19136099,3011,5
19136544,2899,6
19151195,29202,6
19156715,2620,4
19158157,2550,4
19162812,2651,4
19172214,2013,5
19172931,32502,4
19177933,3240,4
19186991,1820,4
19214146,2511,5
19253346,29201,5
19276826,2511,4
19286732,2562,5
19307675,2511,4
19308663,2550,5
19341296,2562,4
19341733,2573,4
19347553,17122,4
19348142,2332,9
19359209,2599,6
19359918,1091,8
19359926,2511,4
19361319,2651,5
19363958,3012,4
19366388,2893,5
19373554,2823,5
19382499,2550,4
19394624,33123,4
19400217,2740,4
19419651,2651,5
19440367,2830,5
19517696,31012,5
19523564,2511,5
19523629,33121,4
19541651,2511,4
19575734,2550,4
19583753,1071,5
19591144,2561,4
19591659,2712,5
19593155,2511,4
19593864,2562,4
19598602,2829,4
19598629,2120,6
19599064,2453,4
19599455,2511,5
19602472,2790,8
19609396,2592,5
19632975,2229,4
19645627,2712,5
19678835,2562,4
19686846,2811,4
19694784,2512,5
19694954,2825,5
19707398,2511,5
19722095,2630,4
19722192,2562,4
19792069,2651,4
13685554,2512,5
13690043,2830,5
13692992,2221,5
13696033,1071,7
13701444,1020,6
13704338,32501,4
13707612,2825,5
13712047,2511,4
13712802,18123,5
13713442,2562,6
13714031,2363,4
13715860,2016,7
13716824,2221,6
13717405,16231,4
13718266,2562,4
13719769,2630,5
13728547,2511,6
13728563,3011,6
13732730,16239,5
13733885,16231,5
13734105,2562,4
13742043,2222,5
13743708,16231,5
13746812,33123,4
13748319,29201,4
13748327,1031,5
13750976,29202,6
13751670,2711,4
13751808,2030,5
13754181,2822,4
13755269,2561,5
13759531,2620,5
13760165,31011,4
13769944,32501,4
13771248,2740,5
13771957,2822,5
13773917,29201,4
13774964,1051,7
13775332,31011,4
13776452,3092,6
13779192,2223,4
13780255,2511,4
13783394,2893,6
13794558,2223,6
13796720,2229,5
13798359,1624,6
13802399,2561,5
13803603,2893,6
13809997,31011,4
13813145,3102,4
13816039,2562,4
13822551,3109,4
13822756,2561,5
13822837,2561,4
13823140,2012,4
13827375,2222,7
13831852,3012,4
13835521,2829,7
13835793,2822,5
13837990,2740,5
13839810,2825,5
13839934,2550,5
13841556,2562,5
13842153,2562,5
13843877,29201,5
13844067,2362,4
13846914,2899,9
13848186,2829,4
13849670,16231,4
13854607,2511,4
13855417,31011,4
13855727,2895,7
13859617,2529,4
13863312,31011,5
13868756,18123,4
13973061,31011,4
13974300,2825,5
13976605,2732,6
13978209,2016,6
13979310,2561,4
13980319,2512,4
13980785,16231,4
13981315,2511,4
14001349,23611,6
14002418,18121,5
14003309,16231,4
14006502,2651,6
14006545,29202,4
14011611,1330,4
14012243,1071,5
14018802,3315,5
14020335,2899,5
14034085,1020,4
14045443,2829,5
14049503,2562,5
14050757,1103,4
14052555,1394,4
14059754,2511,5
14071983,2229,4
14075911,2893,7
14079208,3314,5
14081075,1061,4
14081822,2511,4
14084015,2611,5
14090392,18129,5
14090708,2511,6
14092638,33221,4
14099209,2550,5
14105624,2899,5
14106574,1072,4
14107929,2562,4
14110814,1031,9
14116170,2711,4
14122855,31011,4
14122979,3212,4
14123290,2229,4
14124106,1392,6
14129388,2511,4
14134764,2511,5
14137054,17212,7
14143984,2822,5
14144557,2059,5
14145243,2752,7
14149478,2511,4
14149524,31011,4
14149907,2511,4
14150107,32502,5
14155826,33123,4
14158043,1071,4
14158191,2011,4
14165120,2511,5
14173174,2910,4
14178222,3315,5
14179148,2511,5
14179172,2511,4
14181320,16231,4
14182815,31011,4
14192098,3311,4
14193876,2651,4
14204428,1085,5
14208814,2593,4
14210584,2812,4
14216213,2561,4
14226618,2562,5
14226898,2611,4
14227460,33223,4
14229080,2399,4
14229919,2732,5
14232723,2829,5
14234017,1072,7
14242915,18123,5
14250721,2059,5
14253879,33123,5
14261413,2830,4
14267292,17129,7
14270331,2223,6
14284006,3030,5
14296284,1071,4
14297531,1071,7
14299046,33123,4
14299178,2573,4
14301253,3324,5
14302764,2593,4
14309807,2651,5
14310139,16231,4
14315823,2822,4
14319438,16239,6
14322439,29202,5
14325659,2511,4
14327902,2370,5
14327996,2562,4
14328682,2562,4
14329476,2222,4
14334283,33221,6
14348721,2562,4
14350939,2512,6
14353997,2829,5
25178598,2830,5
25203274,2511,4
25217674,2550,4
25219774,1071,4
25221612,3109,5
25226967,2830,5
25227238,2451,5
25234501,2030,5
25239643,1041,8
25241443,2561,4
25243683,2511,5
25258273,29201,4
25262882,2511,5
25270508,2599,4
25287834,1512,5
25302418,2110,5
25304119,2899,4
25306073,1071,4
25315994,32501,4
25319841,1072,7
25329871,1330,4
25331175,1071,4
25345311,2899,5
25350005,2550,5
25396595,1399,5
25401319,2829,5
25407562,2511,4
25426036,2593,8
25436945,2712,5
25437003,2813,5
25438948,2229,4
25442511,23611,5
25475754,3315,4
25476661,2592,8
25486659,2059,5
25488929,2611,4
25507265,2229,4
25513974,2016,6
25514083,18123,5
25514563,2562,4
25517597,2511,4
25518313,2813,4
25520202,1039,4
25535285,1084,5
25543245,1395,7
25550179,2454,4
25554212,2511,4
25554352,33123,5
25555006,3316,5
25557688,2611,4
25570862,32501,4
25604481,18129,4
25637452,31012,5
25638564,2572,4
25658611,10822,5
25659944,18129,8
25678019,3324,5
25679457,2561,4
25693344,2841,4
25722514,3317,9
25727338,1011,4
25745921,2651,4
25759124,2550,4
25782096,2120,5
25817981,2562,4
25822829,2573,4
25825682,2042,6
25827456,1071,5
25829122,2529,6
25835211,1085,4
25896466,16231,4
25908006,2893,4
25922084,3109,4
25935127,2562,4
25977385,2822,5
25978209,2611,5
25979566,2830,4
11382880,2059,4
11383313,33221,6
11383372,2830,6
11384662,32502,5
11386258,1392,4
11394374,33123,5
11410043,2511,5
11410140,2829,5
11411112,32501,4
11411554,2562,4
11411848,2740,4
11413042,1092,8
11414081,2561,5
11414480,29201,4
11415215,3011,5
11415401,2752,5
11415959,33123,4
11416106,2511,4
11416149,2893,8
11416572,1071,4
11416718,1520,4
11417293,1071,7
11419105,1013,6
11419172,1624,6
11421177,2229,4
11422009,2561,5
11425490,1071,5
11425970,1330,6
11427469,2550,4
11432853,10822,6
11433019,1071,5
11435038,1071,4
11438428,2562,5
11439505,2222,7
11439726,33123,4
11440856,2041,5
11446773,1071,4
11447141,1071,4
11447559,1072,5
11449934,2370,4
11449942,23611,4
11449969,1071,4
11450762,1020,5
11452242,32501,4
11454091,23611,4
11454938,1624,5
11456388,18121,4
11456760,33123,4
11462353,3091,4
11462396,2821,4
11462515,1413,4
11462655,2221,5
11463023,33121,6
11464887,32501,4
11465697,18129,5
11466294,1071,5
11466332,1020,4
11467819,2611,5
11473967,1071,4
11476397,2790,5
11476664,16231,4
11477709,2511,5
11477970,2599,4
11478020,3109,5
11480084,3109,4
11485299,2013,4
11485728,2821,4
11485744,2362,6
11485833,2651,6
11487208,3091,4
11495391,2829,4
11496266,2562,4
11496908,2223,7
11496932,2369,4
11498854,3011,6
11499036,1071,4
11500344,1011,6
11501774,2829,7
11501863,2561,6
11502312,23611,4
11502363,2896,7
11502525,2221,4
11502754,2822,5
11503114,2511,5
11503238,2561,5
11503254,3109,4
11503300,2561,4
11503394,2790,4
11503459,2823,6
11504749,32502,6
11504897,2222,4
11505184,3012,4
11505834,1012,6
11505850,2511,6
11511451,2899,5
11512318,2550,6
11512660,31012,4
11512962,31011,4
11515554,2221,4
11515805,29202,4
11516259,2829,6
11516283,3102,5
11516364,3012,4
11516690,31012,7
11517050,16231,4
11517220,3323,6
11518340,2822,6
11522798,2594,4
11522844,1101,4
11525010,2822,5
11525886,1071,4
11534532,3321,5
11534915,1042,6
11537450,2512,4
11542187,32502,4
11542225,1392,5
11545984,2893,5
11546352,2651,4
11546905,31012,8
11546980,2932,7
11547308,2120,8
11547596,2813,4
11556250,2030,7
11558644,2420,4
11559624,2932,5
11560177,2229,5
11560525,2229,5
11561378,2630,5
11563931,2221,5
11565802,2511,6
11566728,2511,5
11567090,2910,4
11571160,2511,5
11573449,2223,5
11578211,18123,5
11583991,2370,4
11585617,1814,5
11589450,1085,6
11603240,3211,6
11623128,2511,5
11623136,29202,5
11623829,2561,4
11629851,1071,6
11635266,1013,7
11644745,1105,5
11682485,32502,5
11694386,16101,4
11698284,3212,4
11703113,2562,5
11706481,2893,5
11706910,2453,8
11707992,2830,5
11715502,31012,5
11715898,1071,5
11725605,2932,5
11732172,2561,4
11733837,2562,5
11739800,3323,5
11740183,1393,5
11740205,2562,4
11740299,2229,4
11740353,1419,5
11743115,1071,4
11757701,2370,5
11761458,2561,4
11763213,18129,5
11771879,2120,5
11772956,2740,5
11773065,2825,6
11774398,2573,7
11778148,16231,4
11780711,2562,5
11797169,2561,4
11806656,1105,6
11820519,2829,5
11820632,2561,4
11825766,17211,5
11860774,2813,5
11862408,1071,4
11868317,2341,4
11873426,2511,5
11873493,2511,5
11874880,33123,4
11892455,2511,4
11895861,2822,7
11898429,2830,4
11901187,2829,4
11902752,2829,4
11902906,2562,5
11909404,1071,5
11919779,16231,6
11923415,2562,5
11928964,2229,5
11939303,1071,4
11954159,18129,4
11954663,2562,4
11956550,2811,6
11959967,2561,4
11960639,1624,5
11960701,2630,5
11961341,2442,7
11962011,2599,7
11962682,1395,8
11965908,1071,4
11977590,1071,4
11979127,2550,5
11990600,17121,8
11991097,29201,5
11996625,2512,4
11998911,2813,7
12001864,2229,4
12001929,1814,4
12003697,3314,4
12004049,3109,5
12030813,2815,5
12038210,31011,5
12039802,2562,4
12057622,2341,4
12065528,32502,7
12074888,18129,4
12080659,2511,4
12098280,1071,4
12100471,29201,5
27926877,2511,4
27946851,2899,7
27947203,2399,4
27948218,2120,7
27948293,2511,5
27949982,2620,4
27963306,31012,6
27964523,32502,5
27967808,1071,4
27969096,2740,4
27969185,18123,4
27974901,2822,6
27985431,2229,6
27989186,31011,4
28017714,32502,6
28036131,20149,9
28062256,18123,5
28062299,2670,5
28077474,2511,4
28078837,1413,4
28080645,1622,4
28080874,2511,5
28086147,31012,4
28089499,2363,5
28094107,1020,5
28098307,2573,4
28098498,1071,5
28100956,2651,4
28101901,2511,5
28103092,1814,5
28103459,1729,6
28104188,17211,4
19800614,33121,4
19812841,32502,6
19815921,3324,7
19824718,16239,4
19830319,2219,6
19852657,2059,4
19857853,2599,4
19859856,3324,4
19868294,2550,7
19869177,2550,4
19869231,17122,6
19869444,23611,5
19869827,2829,4
19873964,16231,4
19935331,2573,5
19939213,2899,5
19945477,16239,4
20046634,2910,4
20051999,16231,5
20055943,2511,5
20074077,2660,5
20075774,2223,6
20077858,2562,4
20099282,2562,4
20114605,2511,4
20115377,17211,4
20140851,29201,4
20179758,1013,6
20206933,1071,4
20207514,2825,4
20233159,2219,4
20234775,1013,4
20283148,2059,7
20284543,2893,6
20286503,1072,6
20289847,2562,4
20296835,2511,5
20297653,33121,5
20300816,18129,4
20300832,2511,5
20314442,1392,4
20373147,2030,4
20389841,20149,8
20394551,20149,7
20399855,2222,4
20408617,3109,7
20423918,1399,4
20479557,32502,8
20486022,2573,5
20500726,1085,4
20507178,1039,4
20529783,2599,4
20542569,3102,4
20543646,1392,5
20545541,33223,5
20562977,1039,4
20568711,2221,5
20568916,3011,7
20569262,2222,4
20569289,2562,4
20576455,2120,9
20582552,2511,8
20600755,2511,5
20605048,2223,4
20608616,2562,4
20650183,2015,4
20654987,2511,5
20657692,3040,6
20674643,2221,5
20702744,1071,4
20711301,2822,5
20715072,2030,6
20718608,2221,5
20720769,2593,4
20726104,18129,4
20728689,31011,5
20731906,2060,8
20739672,33223,5
20759363,2511,4
20768419,3109,4
20793251,3103,8
20794258,31011,4
20813015,1101,6
20861435,33121,5
20890834,31011,5
20903596,2829,5
20905726,2511,6
20905793,2651,5
20934807,18129,4
20940718,2562,4
20972377,1621,5
20978197,2561,5
20994265,2893,5
20994397,2899,6
20998643,3109,6
21003114,17211,6
21003254,1061,4
21012113,10822,4
21021392,2511,5
21033188,2829,4
21048665,2910,8
21054622,2651,5
21057346,16239,7
21058806,2562,4
21059772,16231,7
21108447,2410,4
21108501,1722,7
21110697,2562,5
21119864,2016,5
21133824,2660,7
21137757,1091,5
21143706,18125,4
21145148,10821,5
21182035,2511,5
21184372,20149,7
21187142,1086,4
21205345,1320,7
21217149,2599,4
21235546,1085,4
21245045,18129,4
21248443,2651,4
21263426,2572,4
21278733,2593,6
21290733,17122,8
21290806,17211,7
21296618,29202,4
21299218,2042,4
21309701,2511,5
21315809,33123,5
21334927,2829,6
21339082,32502,4
21366616,2829,4
21368287,3321,4
21379351,2651,4
21382743,2893,4
21399379,2221,7
21399417,2221,7
21399425,2221,5
21407355,2630,5
21410801,2312,4
21413746,17121,7
21413754,17121,9
21414645,2562,4
21418748,2511,4
21421447,1071,4
21422184,33221,5
21423008,1071,4
21424845,1071,4
21427461,32999,4
21427526,18123,4
21427755,1071,4
21427801,2562,4
21464189,2822,4
21466076,16102,4
21481555,2829,6
21490244,16231,4
21496021,23611,5
21496846,1392,4
21500312,18123,4
21500487,1393,5
21509131,2041,5
21529027,18129,8
21595356,2612,5
21613974,2562,5
21617597,31011,4
21622329,2651,5
21642699,2221,8
21661472,3102,4
21683034,2511,5
21683824,2511,4
21696519,1071,5
21696624,1722,7
21701261,2893,5
21706182,2399,5
21708207,2811,7
21708576,1013,4
21714096,2815,6
21731152,2059,5
21732965,2599,5
21747407,1413,4
21747997,2120,4
21748985,2893,6
21755248,33121,5
30517281,18129,4
30530067,3323,4
30535891,2229,4
30543967,2740,7
30546478,1621,5
30548802,2041,4
30552869,1392,4
30555353,2895,5
30555779,33123,5
30561469,18121,5
30562457,2790,4
30564484,2016,4
30567033,1431,4
30567394,1622,4
30594812,2822,4
30600154,2511,4
30612985,32999,4
30616026,2550,6
30617766,32502,5
30621046,2016,5
30634776,31012,4
30649285,2830,4
30673232,1091,5
30673828,2790,6
30690137,2561,4
30692482,2561,4
30694051,2561,4
30695333,1101,6
30698316,1089,9
30766907,1105,4
30794323,3011,4
30805732,2223,4
30806305,2011,7
30806585,2630,7
30807301,3315,5
30814308,2511,6
30819369,10822,5
30822793,3324,9
30823501,16231,6
30859883,2740,4
30863007,1071,4
30864674,16231,4
30875668,2812,4
30877067,3240,4
30906369,1629,4
30909554,32501,4
30920191,1071,4
30924022,1012,5
30925916,1071,4
30926211,2711,4
30926335,2561,4
30928966,18124,4
30930995,2229,6
30932149,2229,8
30936713,31011,4
30938279,3316,8
31047432,17211,7
31054331,2561,4
31055222,2512,4
31057748,1089,5
31066186,18124,5
31086918,2892,4
31087434,2511,4
31102697,33123,5
31104827,32502,4
31106331,2550,4
31111386,1089,5
31112684,1629,5
31112692,1624,4
31112803,1813,4
31120768,2511,4
16737792,2017,4
16763777,3012,5
16774272,2511,6
16785355,29201,4
16790367,1814,4
16791533,2611,5
16792661,2041,7
16793544,1820,4
16797213,1039,5
16807197,32502,5
16812824,2562,5
16821327,2229,7
16827090,2573,5
16829492,1011,4
16831098,2829,5
16831217,18129,4
16832752,2812,4
16833597,2511,6
16838211,1413,4
16838858,1092,4
16841840,32501,4
16852133,2562,4
16867467,2223,5
16872819,1071,4
16895746,2711,4
16915348,29201,6
16935365,2550,5
16941454,2030,5
16949390,2370,4
16957172,1813,5
16958969,2016,5
16976681,2822,4
16981006,2229,5
16982320,32502,5
16986261,1020,5
17001285,2825,4
17002087,1039,5
17007151,2790,7
17020239,3240,4
17027748,3109,4
17033993,1020,5
17044774,2829,6
17044790,2219,6
17054117,1071,5
21758646,31012,7
21765979,2829,5
21778949,3319,5
21804702,3102,4
21831335,2899,5
21838518,2599,5
21843589,1071,4
21847282,2825,5
21850011,33123,5
21859108,2511,5
21867054,2740,6
21875421,2562,4
21888094,2562,6
21925887,2830,7
21950113,32502,4
21955263,16231,4
21956227,10822,5
21958009,18129,4
21966842,10822,5
21980195,2041,5
21991588,2829,5
22019006,2711,4
22038396,2016,7
22042814,16239,5
22050566,2550,5
22065229,1051,4
22066446,1392,5
22066799,2512,5
22072403,2562,4
22077693,3102,5
22082999,1039,7
22097279,1013,5
